province,province_key,year,geographical_region,statistical_region,population,in_migration,out_migration,net_migration,net_migration_rate,active_insured_total,active_insured_share_of_population,education_population_6_plus,illiterate_total,literate_no_diploma_total,lower_secondary_total,upper_secondary_total,university_total,masters_total,doctorate_total,illiterate_rate,upper_secondary_rate,university_rate,postgraduate_rate,higher_education_share,tr_code,academic_year,upper_secondary_gross_enrollment_rate,general_secondary_gross_enrollment_rate,vocational_secondary_gross_enrollment_rate,investigation_files_total_load,investigation_files_carry_in,investigation_files_opened,investigation_files_closed,investigation_files_carry_out,investigation_files_total_load_per_100k,investigation_files_opened_per_100k
Adana,adana,2011,Akdeniz,Akdeniz,,,,,,395819,,,,,,,,,,,,,,,TR621,2010-2011,83.89,53.56,30.32,171394.0,82061.0,89333.0,84244.0,87150.0,,
Adana,adana,2012,Akdeniz,Akdeniz,,,,,,409450,,,,,,,,,,,,,,,TR621,2011-2012,88.57,55.67,32.9,179927.0,87152.0,92775.0,86311.0,93616.0,,
Adana,adana,2013,Akdeniz,Akdeniz,,,,,,431585,,,,,,,,,,,,,,,TR621,2012-2013,91.44,57.3,34.14,193630.0,93615.0,100015.0,93783.0,99847.0,,
Adana,adana,2014,Akdeniz,Akdeniz,,,,,,454816,,,,,,,,,,,,,,,TR621,2013-2014,99.28,58.2,41.09,203390.0,101350.0,102040.0,93951.0,109439.0,,
Adana,adana,2015,Akdeniz,Akdeniz,,,,,,476002,,,,,,,,,,,,,,,TR621,2014-2015,119.1,70.04,49.06,211659.0,109439.0,102220.0,100783.0,110876.0,,
Adana,adana,2016,Akdeniz,Akdeniz,,,,,,496007,,,,,,,,,,,,,,,TR621,2015-2016,106.16,59.59,46.57,218678.0,110877.0,107801.0,95175.0,123503.0,,
Adana,adana,2017,Akdeniz,Akdeniz,,,,,,518239,,,,,,,,,,,,,,,TR621,2016-2017,104.12,59.03,45.08,237840.0,123504.0,114336.0,106004.0,131836.0,,
Adana,adana,2018,Akdeniz,Akdeniz,,,,,,505842,,,,,,,,,,,,,,,TR621,2017-2018,109.87,59.76,50.1,242187.0,131835.0,110352.0,102989.0,139198.0,,
Adana,adana,2019,Akdeniz,Akdeniz,,,,,,492260,,,,,,,,,,,,,,,TR621,2018-2019,109.94,62.99,46.95,241380.0,139198.0,102182.0,110396.0,130984.0,,
Adana,adana,2020,Akdeniz,Akdeniz,,,,,,521356,,,,,,,,,,,,,,,TR621,2019-2020,112.99,68.67,44.32,230176.0,130984.0,99192.0,97261.0,132915.0,,
Adana,adana,2021,Akdeniz,Akdeniz,2263373.0,53649.0,65628.0,-11979.0,-5.278574930184138,548478,0.24232771178237084,2045393.0,59516.0,221690.0,384204.0,459128.0,288827.0,31690.0,4606.0,0.029097586625162,0.2244693318105615,0.1412085599197807,0.0177452450458176,0.1589538049655983,TR621,2020-2021,126.24,77.9,48.34,245731.0,132916.0,112815.0,109810.0,135921.0,10856.849489677574,4984.375089744377
Adıyaman,adiyaman,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,81411,,,,,,,,,,,,,,,TRC12,2010-2011,77.11,53.89,23.22,22908.0,5746.0,17162.0,15644.0,7264.0,,
Adıyaman,adiyaman,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,82654,,,,,,,,,,,,,,,TRC12,2011-2012,84.26,57.53,26.73,24581.0,7264.0,17317.0,16914.0,7667.0,,
Adıyaman,adiyaman,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,82404,,,,,,,,,,,,,,,TRC12,2012-2013,90.82,59.1,31.72,24558.0,7667.0,16891.0,16244.0,8314.0,,
Adıyaman,adiyaman,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,85726,,,,,,,,,,,,,,,TRC12,2013-2014,104.15,59.08,45.07,25779.0,8324.0,17455.0,16088.0,9691.0,,
Adıyaman,adiyaman,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,92680,,,,,,,,,,,,,,,TRC12,2014-2015,109.53,54.19,55.34,26773.0,9691.0,17082.0,15745.0,11028.0,,
Adıyaman,adiyaman,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,98920,,,,,,,,,,,,,,,TRC12,2015-2016,112.68,54.47,58.21,29493.0,11028.0,18465.0,14771.0,14722.0,,
Adıyaman,adiyaman,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,108171,,,,,,,,,,,,,,,TRC12,2016-2017,107.14,52.14,55.0,34745.0,14721.0,20024.0,19226.0,15519.0,,
Adıyaman,adiyaman,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,108193,,,,,,,,,,,,,,,TRC12,2017-2018,116.74,60.8,55.93,36289.0,15519.0,20770.0,19685.0,16604.0,,
Adıyaman,adiyaman,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,107325,,,,,,,,,,,,,,,TRC12,2018-2019,108.08,55.98,52.1,37162.0,16604.0,20558.0,20982.0,16180.0,,
Adıyaman,adiyaman,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,115334,,,,,,,,,,,,,,,TRC12,2019-2020,112.32,63.35,48.97,34792.0,16180.0,18612.0,17924.0,16868.0,,
Adıyaman,adiyaman,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,632148.0,17598.0,24860.0,-7262.0,-11.42220803140714,123525,0.1954051899238786,561169.0,28386.0,66093.0,115668.0,114273.0,67126.0,7011.0,870.0,0.0505836922566998,0.203633842924324,0.1196181542458688,0.0140438976493712,0.1336620518952401,TRC12,2020-2021,128.91,71.81,57.1,37040.0,16868.0,20172.0,19355.0,17685.0,5859.387358656517,3191.024886577194
Afyonkarahisar,afyonkarahisar,2011,Ege,Ege,,,,,,143551,,,,,,,,,,,,,,,TR332,2010-2011,73.97,31.47,42.5,40014.0,12086.0,27928.0,27582.0,12432.0,,
Afyonkarahisar,afyonkarahisar,2012,Ege,Ege,,,,,,145548,,,,,,,,,,,,,,,TR332,2011-2012,77.91,32.01,45.9,39718.0,12432.0,27286.0,25836.0,13882.0,,
Afyonkarahisar,afyonkarahisar,2013,Ege,Ege,,,,,,145474,,,,,,,,,,,,,,,TR332,2012-2013,79.53,31.86,47.67,41482.0,13882.0,27600.0,26822.0,14660.0,,
Afyonkarahisar,afyonkarahisar,2014,Ege,Ege,,,,,,152608,,,,,,,,,,,,,,,TR332,2013-2014,91.7,42.4,49.3,44258.0,14660.0,29598.0,28066.0,16192.0,,
Afyonkarahisar,afyonkarahisar,2015,Ege,Ege,,,,,,160345,,,,,,,,,,,,,,,TR332,2014-2015,99.75,47.72,52.04,46159.0,16192.0,29967.0,29956.0,16203.0,,
Afyonkarahisar,afyonkarahisar,2016,Ege,Ege,,,,,,166664,,,,,,,,,,,,,,,TR332,2015-2016,101.85,53.45,48.4,46792.0,16205.0,30587.0,26200.0,20592.0,,
Afyonkarahisar,afyonkarahisar,2017,Ege,Ege,,,,,,175024,,,,,,,,,,,,,,,TR332,2016-2017,100.65,52.93,47.72,58690.0,20592.0,38098.0,34597.0,24093.0,,
Afyonkarahisar,afyonkarahisar,2018,Ege,Ege,,,,,,172200,,,,,,,,,,,,,,,TR332,2017-2018,106.72,58.79,47.93,60964.0,24090.0,36874.0,36547.0,24417.0,,
Afyonkarahisar,afyonkarahisar,2019,Ege,Ege,,,,,,170045,,,,,,,,,,,,,,,TR332,2018-2019,108.11,62.53,45.57,60935.0,24417.0,36518.0,35745.0,25190.0,,
Afyonkarahisar,afyonkarahisar,2020,Ege,Ege,,,,,,181378,,,,,,,,,,,,,,,TR332,2019-2020,109.42,67.81,41.6,61125.0,25191.0,35934.0,33273.0,27852.0,,
Afyonkarahisar,afyonkarahisar,2021,Ege,Ege,744179.0,24643.0,25327.0,-684.0,-0.9187114936986333,188652,0.2535035253615058,673807.0,13759.0,63675.0,125607.0,131685.0,77604.0,8753.0,1482.0,0.0204197937985209,0.1954343009199964,0.1151724455222341,0.0151898095448696,0.13036225506710378,TR332,2020-2021,120.48,77.77,42.72,66428.0,27852.0,38576.0,37324.0,29104.0,8926.34702134836,5183.699083150694
Aksaray,aksaray,2011,İç Anadolu,Orta Anadolu,,,,,,73400,,,,,,,,,,,,,,,TR712,2010-2011,65.43,38.71,26.72,16777.0,5160.0,11617.0,10638.0,6139.0,,
Aksaray,aksaray,2012,İç Anadolu,Orta Anadolu,,,,,,75850,,,,,,,,,,,,,,,TR712,2011-2012,70.72,41.52,29.2,18672.0,6139.0,12533.0,10887.0,7785.0,,
Aksaray,aksaray,2013,İç Anadolu,Orta Anadolu,,,,,,74185,,,,,,,,,,,,,,,TR712,2012-2013,74.97,44.0,30.97,22256.0,7785.0,14471.0,14246.0,8010.0,,
Aksaray,aksaray,2014,İç Anadolu,Orta Anadolu,,,,,,78340,,,,,,,,,,,,,,,TR712,2013-2014,87.55,49.33,38.22,23743.0,8010.0,15733.0,13630.0,10113.0,,
Aksaray,aksaray,2015,İç Anadolu,Orta Anadolu,,,,,,83854,,,,,,,,,,,,,,,TR712,2014-2015,93.15,50.03,43.12,27538.0,10113.0,17425.0,17341.0,10197.0,,
Aksaray,aksaray,2016,İç Anadolu,Orta Anadolu,,,,,,86304,,,,,,,,,,,,,,,TR712,2015-2016,99.92,56.45,43.47,27727.0,10197.0,17530.0,10769.0,16958.0,,
Aksaray,aksaray,2017,İç Anadolu,Orta Anadolu,,,,,,93052,,,,,,,,,,,,,,,TR712,2016-2017,105.25,58.12,47.13,36786.0,16958.0,19828.0,18576.0,18210.0,,
Aksaray,aksaray,2018,İç Anadolu,Orta Anadolu,,,,,,94553,,,,,,,,,,,,,,,TR712,2017-2018,110.08,63.84,46.24,38248.0,18210.0,20038.0,19850.0,18398.0,,
Aksaray,aksaray,2019,İç Anadolu,Orta Anadolu,,,,,,92891,,,,,,,,,,,,,,,TR712,2018-2019,109.43,65.78,43.65,36588.0,18398.0,18190.0,20596.0,15992.0,,
Aksaray,aksaray,2020,İç Anadolu,Orta Anadolu,,,,,,98919,,,,,,,,,,,,,,,TR712,2019-2020,110.29,71.29,39.0,34204.0,15992.0,18212.0,16590.0,17614.0,,
Aksaray,aksaray,2021,İç Anadolu,Orta Anadolu,429069.0,14210.0,15529.0,-1319.0,-3.0693798526278804,105414,0.24568076463226193,375001.0,12342.0,38185.0,75550.0,67253.0,40618.0,4872.0,842.0,0.0329119122349007,0.1793408550910531,0.1083143778283257,0.0152372927005528,0.1235516705288786,TR712,2020-2021,120.94,78.18,42.75,36623.0,17614.0,19009.0,17943.0,18680.0,8535.457001088404,4430.289766913946
Amasya,amasya,2011,Karadeniz,Batı Karadeniz,,,,,,69404,,,,,,,,,,,,,,,TR834,2010-2011,95.59,40.56,55.03,17495.0,4775.0,12720.0,12966.0,4529.0,,
Amasya,amasya,2012,Karadeniz,Batı Karadeniz,,,,,,70507,,,,,,,,,,,,,,,TR834,2011-2012,101.72,43.99,57.73,17585.0,4529.0,13056.0,12788.0,4797.0,,
Amasya,amasya,2013,Karadeniz,Batı Karadeniz,,,,,,70632,,,,,,,,,,,,,,,TR834,2012-2013,103.97,46.18,57.79,18911.0,4797.0,14114.0,13825.0,5086.0,,
Amasya,amasya,2014,Karadeniz,Batı Karadeniz,,,,,,72297,,,,,,,,,,,,,,,TR834,2013-2014,113.06,54.4,58.66,18877.0,5086.0,13791.0,13031.0,5846.0,,
Amasya,amasya,2015,Karadeniz,Batı Karadeniz,,,,,,75699,,,,,,,,,,,,,,,TR834,2014-2015,117.57,55.13,62.44,19278.0,5846.0,13432.0,13469.0,5809.0,,
Amasya,amasya,2016,Karadeniz,Batı Karadeniz,,,,,,77489,,,,,,,,,,,,,,,TR834,2015-2016,120.75,59.1,61.65,19845.0,5809.0,14036.0,12008.0,7837.0,,
Amasya,amasya,2017,Karadeniz,Batı Karadeniz,,,,,,82253,,,,,,,,,,,,,,,TR834,2016-2017,119.19,59.39,59.8,24400.0,7840.0,16560.0,14843.0,9557.0,,
Amasya,amasya,2018,Karadeniz,Batı Karadeniz,,,,,,78933,,,,,,,,,,,,,,,TR834,2017-2018,109.7,51.2,58.51,25484.0,9557.0,15927.0,16716.0,8768.0,,
Amasya,amasya,2019,Karadeniz,Batı Karadeniz,,,,,,76353,,,,,,,,,,,,,,,TR834,2018-2019,109.46,55.42,54.05,25829.0,8768.0,17061.0,17172.0,8657.0,,
Amasya,amasya,2020,Karadeniz,Batı Karadeniz,,,,,,81032,,,,,,,,,,,,,,,TR834,2019-2020,110.48,61.51,48.98,24825.0,8657.0,16168.0,15640.0,9185.0,,
Amasya,amasya,2021,Karadeniz,Batı Karadeniz,335331.0,15244.0,14540.0,704.0,2.101624280925073,85548,0.25511509523426107,309883.0,7533.0,27205.0,50504.0,67395.0,44968.0,4091.0,668.0,0.0243091747530519,0.2174853089714505,0.1451128329079039,0.0153574090866552,0.16047024199455923,TR834,2020-2021,122.13,69.64,52.49,25542.0,9185.0,16357.0,16506.0,9036.0,7616.951609007219,4877.866943408155
Ankara,ankara,2011,İç Anadolu,Batı Anadolu,,,,,,1535797,,,,,,,,,,,,,,,TR510,2010-2011,101.83,61.11,40.71,460601.0,250471.0,210130.0,181228.0,279373.0,,
Ankara,ankara,2012,İç Anadolu,Batı Anadolu,,,,,,1649056,,,,,,,,,,,,,,,TR510,2011-2012,109.88,65.8,44.08,495057.0,279375.0,215682.0,190210.0,304847.0,,
Ankara,ankara,2013,İç Anadolu,Batı Anadolu,,,,,,1700676,,,,,,,,,,,,,,,TR510,2012-2013,108.24,65.22,43.02,538761.0,304847.0,233914.0,206598.0,332163.0,,
Ankara,ankara,2014,İç Anadolu,Batı Anadolu,,,,,,1803065,,,,,,,,,,,,,,,TR510,2013-2014,116.32,64.9,51.42,584508.0,332631.0,251877.0,240072.0,344436.0,,
Ankara,ankara,2015,İç Anadolu,Batı Anadolu,,,,,,1961998,,,,,,,,,,,,,,,TR510,2014-2015,116.79,63.32,53.47,609916.0,344437.0,265479.0,259712.0,350204.0,,
Ankara,ankara,2016,İç Anadolu,Batı Anadolu,,,,,,1850345,,,,,,,,,,,,,,,TR510,2015-2016,120.0,66.97,53.03,625597.0,350204.0,275393.0,241808.0,383789.0,,
Ankara,ankara,2017,İç Anadolu,Batı Anadolu,,,,,,1914046,,,,,,,,,,,,,,,TR510,2016-2017,117.29,65.92,51.37,693886.0,383790.0,310096.0,261250.0,432636.0,,
Ankara,ankara,2018,İç Anadolu,Batı Anadolu,,,,,,1930853,,,,,,,,,,,,,,,TR510,2017-2018,79.93,38.11,41.82,765399.0,432636.0,332763.0,332946.0,432453.0,,
Ankara,ankara,2019,İç Anadolu,Batı Anadolu,,,,,,1944518,,,,,,,,,,,,,,,TR510,2018-2019,82.54,41.78,40.77,736639.0,432454.0,304185.0,317273.0,419366.0,,
Ankara,ankara,2020,İç Anadolu,Batı Anadolu,,,,,,1991691,,,,,,,,,,,,,,,TR510,2019-2020,85.99,48.35,37.63,722065.0,419365.0,302700.0,275473.0,446592.0,,
Ankara,ankara,2021,İç Anadolu,Batı Anadolu,5747325.0,197702.0,165604.0,32098.0,5.600498039180106,2085635,0.36288795222125075,5158955.0,78853.0,392154.0,794379.0,1321201.0,1132120.0,182044.0,37557.0,0.0152846845921315,0.256098570350003,0.2194475431555421,0.0425669539664525,0.26201449712199465,TR510,2020-2021,102.7,59.09,43.61,809514.0,446593.0,362921.0,381335.0,428179.0,14085.056961281989,6314.607230320192
Antalya,antalya,2011,Akdeniz,Akdeniz,,,,,,571760,,,,,,,,,,,,,,,TR611,2010-2011,91.4,55.57,35.83,253481.0,117211.0,136270.0,126306.0,127175.0,,
Antalya,antalya,2012,Akdeniz,Akdeniz,,,,,,606187,,,,,,,,,,,,,,,TR611,2011-2012,96.17,57.13,39.05,264144.0,127175.0,136969.0,122437.0,141707.0,,
Antalya,antalya,2013,Akdeniz,Akdeniz,,,,,,639172,,,,,,,,,,,,,,,TR611,2012-2013,98.92,58.37,40.56,286432.0,141708.0,144724.0,140910.0,145522.0,,
Antalya,antalya,2014,Akdeniz,Akdeniz,,,,,,679320,,,,,,,,,,,,,,,TR611,2013-2014,110.24,65.71,44.53,293085.0,145620.0,147465.0,138600.0,154485.0,,
Antalya,antalya,2015,Akdeniz,Akdeniz,,,,,,697160,,,,,,,,,,,,,,,TR611,2014-2015,113.35,67.22,46.13,305599.0,154485.0,151114.0,146818.0,158781.0,,
Antalya,antalya,2016,Akdeniz,Akdeniz,,,,,,672864,,,,,,,,,,,,,,,TR611,2015-2016,118.32,72.06,46.26,314051.0,158781.0,155270.0,134439.0,179612.0,,
Antalya,antalya,2017,Akdeniz,Akdeniz,,,,,,712828,,,,,,,,,,,,,,,TR611,2016-2017,116.68,72.15,44.53,347773.0,179612.0,168161.0,137569.0,210204.0,,
Antalya,antalya,2018,Akdeniz,Akdeniz,,,,,,732295,,,,,,,,,,,,,,,TR611,2017-2018,90.42,49.02,41.41,395081.0,210205.0,184876.0,187844.0,207237.0,,
Antalya,antalya,2019,Akdeniz,Akdeniz,,,,,,748235,,,,,,,,,,,,,,,TR611,2018-2019,90.73,51.49,39.24,390246.0,207239.0,183007.0,194833.0,195413.0,,
Antalya,antalya,2020,Akdeniz,Akdeniz,,,,,,760751,,,,,,,,,,,,,,,TR611,2019-2020,92.09,55.91,36.18,356898.0,195412.0,161486.0,156948.0,199950.0,,
Antalya,antalya,2021,Akdeniz,Akdeniz,2619832.0,88305.0,80505.0,7800.0,2.981728882860869,830157,0.31687413544074583,2287823.0,21318.0,213117.0,386954.0,544726.0,393369.0,38960.0,6085.0,0.0093180285362984,0.2380979647463986,0.1719403118160802,0.0196890231455842,0.19162933496166443,TR611,2020-2021,107.3,64.92,42.38,375684.0,199950.0,175734.0,179397.0,196287.0,14340.003481139249,6707.834700851046
Ardahan,ardahan,2011,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,16512,,,,,,,,,,,,,,,TRA24,2010-2011,63.58,35.27,28.31,7382.0,1653.0,5729.0,6205.0,1177.0,,
Ardahan,ardahan,2012,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,19426,,,,,,,,,,,,,,,TRA24,2011-2012,69.2,35.84,33.36,6260.0,1177.0,5083.0,4817.0,1443.0,,
Ardahan,ardahan,2013,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,18245,,,,,,,,,,,,,,,TRA24,2012-2013,75.81,38.24,37.57,7018.0,1443.0,5575.0,5215.0,1803.0,,
Ardahan,ardahan,2014,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,18538,,,,,,,,,,,,,,,TRA24,2013-2014,95.61,44.81,50.8,6941.0,1816.0,5125.0,4795.0,2146.0,,
Ardahan,ardahan,2015,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,20744,,,,,,,,,,,,,,,TRA24,2014-2015,99.79,38.34,61.45,6815.0,2146.0,4669.0,4511.0,2304.0,,
Ardahan,ardahan,2016,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,19935,,,,,,,,,,,,,,,TRA24,2015-2016,102.78,42.79,59.99,7107.0,2304.0,4803.0,3467.0,3640.0,,
Ardahan,ardahan,2017,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,25100,,,,,,,,,,,,,,,TRA24,2016-2017,100.14,44.39,55.76,9409.0,3639.0,5770.0,4971.0,4438.0,,
Ardahan,ardahan,2018,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,24461,,,,,,,,,,,,,,,TRA24,2017-2018,104.44,57.22,47.21,10004.0,4439.0,5565.0,5907.0,4097.0,,
Ardahan,ardahan,2019,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,20586,,,,,,,,,,,,,,,TRA24,2018-2019,105.77,59.18,46.59,9328.0,4097.0,5231.0,5923.0,3405.0,,
Ardahan,ardahan,2020,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,21075,,,,,,,,,,,,,,,TRA24,2019-2020,108.47,65.22,43.25,8266.0,3406.0,4860.0,4639.0,3627.0,,
Ardahan,ardahan,2021,Doğu Anadolu,Kuzeydoğu Anadolu,94932.0,4750.0,6445.0,-1695.0,-17.69689756158677,21899,0.23068090843972527,87479.0,4414.0,7947.0,17632.0,17020.0,9710.0,1120.0,206.0,0.0504578241635135,0.1945609803495696,0.1109980681077744,0.0151579236159535,0.126155991723728,TRA24,2020-2021,121.03,73.77,47.26,9149.0,3627.0,5522.0,5175.0,3974.0,9637.42468293094,5816.79517970758
Artvin,artvin,2011,Karadeniz,Doğu Karadeniz,,,,,,38126,,,,,,,,,,,,,,,TR905,2010-2011,99.66,43.55,56.11,9196.0,2784.0,6412.0,6778.0,2418.0,,
Artvin,artvin,2012,Karadeniz,Doğu Karadeniz,,,,,,39842,,,,,,,,,,,,,,,TR905,2011-2012,103.11,46.07,57.05,8626.0,2418.0,6208.0,6113.0,2513.0,,
Artvin,artvin,2013,Karadeniz,Doğu Karadeniz,,,,,,40566,,,,,,,,,,,,,,,TR905,2012-2013,107.43,50.22,57.21,9488.0,2514.0,6974.0,6608.0,2880.0,,
Artvin,artvin,2014,Karadeniz,Doğu Karadeniz,,,,,,39260,,,,,,,,,,,,,,,TR905,2013-2014,121.11,68.25,52.86,9865.0,2882.0,6983.0,6645.0,3220.0,,
Artvin,artvin,2015,Karadeniz,Doğu Karadeniz,,,,,,41431,,,,,,,,,,,,,,,TR905,2014-2015,121.08,64.23,56.85,10274.0,3220.0,7054.0,6493.0,3781.0,,
Artvin,artvin,2016,Karadeniz,Doğu Karadeniz,,,,,,40787,,,,,,,,,,,,,,,TR905,2015-2016,123.07,67.56,55.52,11308.0,3781.0,7527.0,6158.0,5150.0,,
Artvin,artvin,2017,Karadeniz,Doğu Karadeniz,,,,,,44397,,,,,,,,,,,,,,,TR905,2016-2017,121.15,68.18,52.98,13524.0,5150.0,8374.0,7006.0,6518.0,,
Artvin,artvin,2018,Karadeniz,Doğu Karadeniz,,,,,,43529,,,,,,,,,,,,,,,TR905,2017-2018,106.18,59.53,46.65,16107.0,6518.0,9589.0,9553.0,6554.0,,
Artvin,artvin,2019,Karadeniz,Doğu Karadeniz,,,,,,43900,,,,,,,,,,,,,,,TR905,2018-2019,107.73,62.77,44.96,16271.0,6555.0,9716.0,10581.0,5690.0,,
Artvin,artvin,2020,Karadeniz,Doğu Karadeniz,,,,,,47325,,,,,,,,,,,,,,,TR905,2019-2020,108.4,67.7,40.7,13727.0,5690.0,8037.0,8143.0,5584.0,,
Artvin,artvin,2021,Karadeniz,Doğu Karadeniz,169543.0,8238.0,8224.0,14.0,0.0825783314458286,48119,0.2838159051096182,158363.0,4326.0,12721.0,24585.0,42198.0,25232.0,2193.0,420.0,0.0273169869224503,0.2664637573170501,0.1593301465620125,0.0165000663033663,0.17583021286537892,TR905,2020-2021,120.24,79.77,40.47,14089.0,5584.0,8505.0,8165.0,5924.0,8309.986257173696,5016.426511268528
Aydın,aydin,2011,Ege,Ege,,,,,,218553,,,,,,,,,,,,,,,TR321,2010-2011,84.92,46.12,38.8,97266.0,39349.0,57917.0,54693.0,42573.0,,
Aydın,aydin,2012,Ege,Ege,,,,,,226758,,,,,,,,,,,,,,,TR321,2011-2012,89.24,47.57,41.68,100918.0,42573.0,58345.0,51931.0,48987.0,,
Aydın,aydin,2013,Ege,Ege,,,,,,231154,,,,,,,,,,,,,,,TR321,2012-2013,90.64,48.54,42.1,109658.0,48987.0,60671.0,56500.0,53158.0,,
Aydın,aydin,2014,Ege,Ege,,,,,,242508,,,,,,,,,,,,,,,TR321,2013-2014,100.37,56.98,43.38,114453.0,53162.0,61291.0,58098.0,56355.0,,
Aydın,aydin,2015,Ege,Ege,,,,,,256930,,,,,,,,,,,,,,,TR321,2014-2015,106.32,59.46,46.86,119636.0,56355.0,63281.0,61216.0,58420.0,,
Aydın,aydin,2016,Ege,Ege,,,,,,269524,,,,,,,,,,,,,,,TR321,2015-2016,108.63,65.63,43.0,125825.0,58420.0,67405.0,57403.0,68422.0,,
Aydın,aydin,2017,Ege,Ege,,,,,,283394,,,,,,,,,,,,,,,TR321,2016-2017,106.63,64.13,42.51,149776.0,68420.0,81356.0,70570.0,79206.0,,
Aydın,aydin,2018,Ege,Ege,,,,,,268044,,,,,,,,,,,,,,,TR321,2017-2018,118.45,57.56,60.9,161311.0,79206.0,82105.0,77710.0,83601.0,,
Aydın,aydin,2019,Ege,Ege,,,,,,262725,,,,,,,,,,,,,,,TR321,2018-2019,118.77,60.42,58.34,167058.0,83601.0,83457.0,81331.0,85727.0,,
Aydın,aydin,2020,Ege,Ege,,,,,,274682,,,,,,,,,,,,,,,TR321,2019-2020,121.05,65.77,55.27,163357.0,85727.0,77630.0,71087.0,92270.0,,
Aydın,aydin,2021,Ege,Ege,1134031.0,46485.0,37246.0,9239.0,8.18036650060673,292669,0.25807848286334323,1042855.0,16073.0,94932.0,173606.0,217681.0,158770.0,15488.0,2567.0,0.0154124974229399,0.2087356343882898,0.1522455183127088,0.0173130492733889,0.16955856758609777,TR321,2020-2021,134.7,75.63,59.07,179808.0,92270.0,87538.0,85850.0,93958.0,15855.651212356628,7719.189334330366
Ağrı,agri,2011,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,45420,,,,,,,,,,,,,,,TRA21,2010-2011,38.8,26.11,12.69,23537.0,7780.0,15757.0,15877.0,7660.0,,
Ağrı,agri,2012,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,49179,,,,,,,,,,,,,,,TRA21,2011-2012,43.57,28.31,15.26,20452.0,7660.0,12792.0,12366.0,8086.0,,
Ağrı,agri,2013,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,45970,,,,,,,,,,,,,,,TRA21,2012-2013,47.64,29.23,18.41,21405.0,8086.0,13319.0,12064.0,9341.0,,
Ağrı,agri,2014,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,48154,,,,,,,,,,,,,,,TRA21,2013-2014,60.35,33.37,26.98,25375.0,9353.0,16022.0,13395.0,11980.0,,
Ağrı,agri,2015,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,53217,,,,,,,,,,,,,,,TRA21,2014-2015,69.72,34.83,34.89,27659.0,11980.0,15679.0,15137.0,12522.0,,
Ağrı,agri,2016,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,53414,,,,,,,,,,,,,,,TRA21,2015-2016,68.77,37.21,31.56,30174.0,12522.0,17652.0,13619.0,16555.0,,
Ağrı,agri,2017,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,60593,,,,,,,,,,,,,,,TRA21,2016-2017,66.19,37.16,29.03,38376.0,16555.0,21821.0,18280.0,20096.0,,
Ağrı,agri,2018,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,62360,,,,,,,,,,,,,,,TRA21,2017-2018,115.7,52.96,62.73,43560.0,20096.0,23464.0,23513.0,20047.0,,
Ağrı,agri,2019,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,62617,,,,,,,,,,,,,,,TRA21,2018-2019,115.24,54.95,60.29,41322.0,20049.0,21273.0,18813.0,22509.0,,
Ağrı,agri,2020,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,68428,,,,,,,,,,,,,,,TRA21,2019-2020,118.41,64.02,54.39,40362.0,22509.0,17853.0,19767.0,20595.0,,
Ağrı,agri,2021,Doğu Anadolu,Kuzeydoğu Anadolu,524644.0,14858.0,34800.0,-19942.0,-37.301609569503285,70373,0.13413476566967314,453326.0,27267.0,79162.0,103864.0,65372.0,35245.0,4025.0,414.0,0.0601487671124091,0.1442052739088426,0.0777475812108725,0.0097920701658409,0.08753965137671345,TRA21,2020-2021,128.92,75.38,53.54,40752.0,20595.0,20157.0,19335.0,21417.0,7767.552854888267,3842.0338362775524
