province,province_key,year,geographical_region,statistical_region,population,in_migration,out_migration,net_migration,net_migration_rate,active_insured_total,active_insured_share_of_population,education_population_6_plus,illiterate_total,literate_no_diploma_total,lower_secondary_total,upper_secondary_total,university_total,masters_total,doctorate_total,illiterate_rate,upper_secondary_rate,university_rate,postgraduate_rate,higher_education_share,tr_code,academic_year,upper_secondary_gross_enrollment_rate,general_secondary_gross_enrollment_rate,vocational_secondary_gross_enrollment_rate,investigation_files_total_load,investigation_files_carry_in,investigation_files_opened,investigation_files_closed,investigation_files_carry_out,investigation_files_total_load_per_100k,investigation_files_opened_per_100k
Hakkari,hakkari,2019,Doğu Anadolu,Ortadoğu Anadolu,,,,,,57854,,,,,,,,,,,,,,,TRB24,2018-2019,115.73,57.81,57.92,26933.0,14132.0,12801.0,13667.0,13266.0,,
Hakkari,hakkari,2020,Doğu Anadolu,Ortadoğu Anadolu,,,,,,62611,,,,,,,,,,,,,,,TRB24,2019-2020,119.08,68.14,50.94,24571.0,13266.0,11305.0,10800.0,13771.0,,
Hakkari,hakkari,2021,Doğu Anadolu,Ortadoğu Anadolu,278218.0,7886.0,13088.0,-5202.0,-18.524387594856474,65074,0.23389572205967982,246664.0,9042.0,31278.0,62769.0,65539.0,26931.0,2257.0,170.0,0.0366571530503032,0.2657015210975254,0.1091809100638925,0.009839295559952,0.11902020562384458,TRB24,2020-2021,131.86,76.19,55.67,27173.0,13771.0,13402.0,12744.0,14429.0,9766.80157286732,4817.085882293741
Hatay,hatay,2011,Akdeniz,Akdeniz,,,,,,242246,,,,,,,,,,,,,,,TR631,2010-2011,77.0,48.41,28.6,78874.0,29799.0,49075.0,45129.0,33745.0,,
Hatay,hatay,2012,Akdeniz,Akdeniz,,,,,,251551,,,,,,,,,,,,,,,TR631,2011-2012,81.08,48.95,32.13,87082.0,33745.0,53337.0,46798.0,40284.0,,
Hatay,hatay,2013,Akdeniz,Akdeniz,,,,,,261450,,,,,,,,,,,,,,,TR631,2012-2013,83.8,45.79,38.01,102027.0,40284.0,61743.0,53189.0,48838.0,,
Hatay,hatay,2014,Akdeniz,Akdeniz,,,,,,268062,,,,,,,,,,,,,,,TR631,2013-2014,95.72,48.94,46.79,116428.0,48839.0,67589.0,60754.0,55674.0,,
Hatay,hatay,2015,Akdeniz,Akdeniz,,,,,,282492,,,,,,,,,,,,,,,TR631,2014-2015,102.54,50.12,52.43,121512.0,55675.0,65837.0,62184.0,59328.0,,
Hatay,hatay,2016,Akdeniz,Akdeniz,,,,,,300676,,,,,,,,,,,,,,,TR631,2015-2016,102.12,53.06,49.05,126984.0,59328.0,67656.0,55980.0,71004.0,,
Hatay,hatay,2017,Akdeniz,Akdeniz,,,,,,316850,,,,,,,,,,,,,,,TR631,2016-2017,99.12,52.21,46.91,144529.0,71004.0,73525.0,63931.0,80598.0,,
Hatay,hatay,2018,Akdeniz,Akdeniz,,,,,,315069,,,,,,,,,,,,,,,TR631,2017-2018,109.77,65.13,44.64,155705.0,80598.0,75107.0,70938.0,84767.0,,
Hatay,hatay,2019,Akdeniz,Akdeniz,,,,,,310710,,,,,,,,,,,,,,,TR631,2018-2019,110.7,68.1,42.6,157419.0,84768.0,72651.0,69641.0,87778.0,,
Hatay,hatay,2020,Akdeniz,Akdeniz,,,,,,332425,,,,,,,,,,,,,,,TR631,2019-2020,111.33,72.01,39.33,158496.0,87778.0,70718.0,65115.0,93381.0,,
Hatay,hatay,2021,Akdeniz,Akdeniz,1670712.0,35929.0,49001.0,-13072.0,-7.793719235318808,356543,0.2134078165476755,1496691.0,25828.0,193661.0,292240.0,276208.0,183260.0,17676.0,2120.0,0.0172567350241298,0.1845457746455347,0.1224434435698484,0.013226511016636,0.13566995458648445,TR631,2020-2021,120.88,77.47,43.4,174680.0,93380.0,81300.0,79516.0,95164.0,10455.42259826948,4866.18878657722
Isparta,isparta,2011,Akdeniz,Akdeniz,,,,,,94031,,,,,,,,,,,,,,,TR612,2010-2011,100.69,49.06,51.64,28109.0,7321.0,20788.0,19935.0,8174.0,,
Isparta,isparta,2012,Akdeniz,Akdeniz,,,,,,93280,,,,,,,,,,,,,,,TR612,2011-2012,104.03,50.31,53.73,29402.0,8174.0,21228.0,20117.0,9285.0,,
Isparta,isparta,2013,Akdeniz,Akdeniz,,,,,,96812,,,,,,,,,,,,,,,TR612,2012-2013,108.04,52.21,55.83,30316.0,9291.0,21025.0,20453.0,9863.0,,
Isparta,isparta,2014,Akdeniz,Akdeniz,,,,,,100435,,,,,,,,,,,,,,,TR612,2013-2014,115.5,56.81,58.69,31643.0,9863.0,21780.0,20778.0,10865.0,,
Isparta,isparta,2015,Akdeniz,Akdeniz,,,,,,108992,,,,,,,,,,,,,,,TR612,2014-2015,118.65,59.62,59.03,32707.0,10865.0,21842.0,21674.0,11033.0,,
Isparta,isparta,2016,Akdeniz,Akdeniz,,,,,,111649,,,,,,,,,,,,,,,TR612,2015-2016,121.97,63.6,58.37,34887.0,11033.0,23854.0,20064.0,14823.0,,
Isparta,isparta,2017,Akdeniz,Akdeniz,,,,,,122429,,,,,,,,,,,,,,,TR612,2016-2017,118.88,64.99,53.89,42250.0,14823.0,27427.0,23853.0,18397.0,,
Isparta,isparta,2018,Akdeniz,Akdeniz,,,,,,126475,,,,,,,,,,,,,,,TR612,2017-2018,108.39,56.62,51.77,44646.0,18397.0,26249.0,27269.0,17377.0,,
Isparta,isparta,2019,Akdeniz,Akdeniz,,,,,,125441,,,,,,,,,,,,,,,TR612,2018-2019,108.88,60.4,48.48,44022.0,17377.0,26645.0,26816.0,17206.0,,
Isparta,isparta,2020,Akdeniz,Akdeniz,,,,,,124158,,,,,,,,,,,,,,,TR612,2019-2020,110.63,66.04,44.59,42039.0,17206.0,24833.0,24976.0,17063.0,,
Isparta,isparta,2021,Akdeniz,Akdeniz,445678.0,22632.0,19998.0,2634.0,5.9276129093237255,128406,0.2881138400369774,406770.0,8258.0,31394.0,60583.0,101274.0,67539.0,8189.0,2350.0,0.0203013988248887,0.2489711630651228,0.1660373183863116,0.0259089903385205,0.1919463087248322,TR612,2020-2021,124.11,76.08,48.03,43496.0,17064.0,26432.0,26905.0,16591.0,9759.512473130826,5930.739233258092
Iğdır,igdir,2011,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,23909,,,,,,,,,,,,,,,TRA23,2010-2011,67.56,45.76,21.8,10696.0,2330.0,8366.0,7567.0,3129.0,,
Iğdır,igdir,2012,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,25748,,,,,,,,,,,,,,,TRA23,2011-2012,69.94,46.93,23.01,11229.0,3129.0,8100.0,8350.0,2879.0,,
Iğdır,igdir,2013,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,25692,,,,,,,,,,,,,,,TRA23,2012-2013,72.61,46.25,26.36,11763.0,2879.0,8884.0,8198.0,3565.0,,
Iğdır,igdir,2014,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,26868,,,,,,,,,,,,,,,TRA23,2013-2014,84.72,50.69,34.03,12892.0,3575.0,9317.0,8328.0,4564.0,,
Iğdır,igdir,2015,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,28664,,,,,,,,,,,,,,,TRA23,2014-2015,89.51,52.89,36.62,12952.0,4564.0,8388.0,8280.0,4672.0,,
Iğdır,igdir,2016,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,29691,,,,,,,,,,,,,,,TRA23,2015-2016,94.11,57.77,36.34,13111.0,4672.0,8439.0,6607.0,6504.0,,
Iğdır,igdir,2017,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,32460,,,,,,,,,,,,,,,TRA23,2016-2017,91.27,55.78,35.5,16485.0,6504.0,9981.0,8032.0,8453.0,,
Iğdır,igdir,2018,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,32023,,,,,,,,,,,,,,,TRA23,2017-2018,98.77,54.75,44.01,17943.0,8454.0,9489.0,10038.0,7905.0,,
Iğdır,igdir,2019,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,31653,,,,,,,,,,,,,,,TRA23,2018-2019,97.2,53.51,43.69,17117.0,7905.0,9212.0,9129.0,7988.0,,
Iğdır,igdir,2020,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,34500,,,,,,,,,,,,,,,TRA23,2019-2020,100.06,61.98,38.08,17114.0,7990.0,9124.0,8196.0,8918.0,,
Iğdır,igdir,2021,Doğu Anadolu,Kuzeydoğu Anadolu,203159.0,7563.0,10173.0,-2610.0,-12.76508333985445,37041,0.1823251738785877,179601.0,10220.0,25440.0,38509.0,31764.0,19425.0,2142.0,337.0,0.0569039147888931,0.1768587034593348,0.1081564133829989,0.0138028184698303,0.12195923185282932,TRA23,2020-2021,116.02,69.33,46.69,20017.0,8918.0,11099.0,10648.0,9369.0,9852.873857422019,5463.208619849477
Kahramanmaraş,kahramanmaras,2011,Akdeniz,Akdeniz,,,,,,178400,,,,,,,,,,,,,,,TR632,2010-2011,72.96,39.68,33.28,49786.0,18806.0,30980.0,29140.0,20646.0,,
Kahramanmaraş,kahramanmaras,2012,Akdeniz,Akdeniz,,,,,,191514,,,,,,,,,,,,,,,TR632,2011-2012,76.17,41.9,34.27,53408.0,20646.0,32762.0,31344.0,22064.0,,
Kahramanmaraş,kahramanmaras,2013,Akdeniz,Akdeniz,,,,,,195335,,,,,,,,,,,,,,,TR632,2012-2013,80.15,43.88,36.28,56754.0,22064.0,34690.0,32834.0,23920.0,,
Kahramanmaraş,kahramanmaras,2014,Akdeniz,Akdeniz,,,,,,204125,,,,,,,,,,,,,,,TR632,2013-2014,90.5,46.09,44.41,59037.0,23925.0,35112.0,32324.0,26713.0,,
Kahramanmaraş,kahramanmaras,2015,Akdeniz,Akdeniz,,,,,,216064,,,,,,,,,,,,,,,TR632,2014-2015,95.06,43.07,51.99,64363.0,26713.0,37650.0,38687.0,25676.0,,
Kahramanmaraş,kahramanmaras,2016,Akdeniz,Akdeniz,,,,,,227888,,,,,,,,,,,,,,,TR632,2015-2016,98.71,46.29,52.41,63159.0,25677.0,37482.0,33332.0,29827.0,,
Kahramanmaraş,kahramanmaras,2017,Akdeniz,Akdeniz,,,,,,240989,,,,,,,,,,,,,,,TR632,2016-2017,97.83,46.55,51.28,76437.0,29827.0,46610.0,40099.0,36338.0,,
Kahramanmaraş,kahramanmaras,2018,Akdeniz,Akdeniz,,,,,,236855,,,,,,,,,,,,,,,TR632,2017-2018,113.81,59.45,54.36,86153.0,36338.0,49815.0,44489.0,41664.0,,
Kahramanmaraş,kahramanmaras,2019,Akdeniz,Akdeniz,,,,,,238175,,,,,,,,,,,,,,,TR632,2018-2019,114.26,62.19,52.08,87198.0,41664.0,45534.0,45919.0,41279.0,,
Kahramanmaraş,kahramanmaras,2020,Akdeniz,Akdeniz,,,,,,256940,,,,,,,,,,,,,,,TR632,2019-2020,114.1,67.14,46.96,85947.0,41280.0,44667.0,41739.0,44208.0,,
Kahramanmaraş,kahramanmaras,2021,Akdeniz,Akdeniz,1171298.0,27246.0,35647.0,-8401.0,-7.146755185140602,275590,0.23528598187651648,1052370.0,42437.0,122140.0,215605.0,200031.0,119665.0,13354.0,1722.0,0.040325170804945,0.1900766840559879,0.1137100069367237,0.0143257599513479,0.1280357668880717,TR632,2020-2021,125.58,73.97,51.62,94460.0,44209.0,50251.0,53210.0,41250.0,8064.557439695108,4290.197712281588
Karabük,karabuk,2011,Karadeniz,Batı Karadeniz,,,,,,50436,,,,,,,,,,,,,,,TR812,2010-2011,103.09,53.95,49.14,12980.0,2697.0,10283.0,9060.0,3920.0,,
Karabük,karabuk,2012,Karadeniz,Batı Karadeniz,,,,,,52253,,,,,,,,,,,,,,,TR812,2011-2012,106.63,54.39,52.23,14543.0,3920.0,10623.0,9569.0,4974.0,,
Karabük,karabuk,2013,Karadeniz,Batı Karadeniz,,,,,,55183,,,,,,,,,,,,,,,TR812,2012-2013,110.15,57.61,52.54,15911.0,4974.0,10937.0,11097.0,4814.0,,
Karabük,karabuk,2014,Karadeniz,Batı Karadeniz,,,,,,55720,,,,,,,,,,,,,,,TR812,2013-2014,115.78,63.69,52.09,17193.0,4814.0,12379.0,12727.0,4466.0,,
Karabük,karabuk,2015,Karadeniz,Batı Karadeniz,,,,,,59295,,,,,,,,,,,,,,,TR812,2014-2015,120.06,64.65,55.41,18213.0,4466.0,13747.0,13687.0,4526.0,,
Karabük,karabuk,2016,Karadeniz,Batı Karadeniz,,,,,,61024,,,,,,,,,,,,,,,TR812,2015-2016,120.65,67.43,53.22,17892.0,4526.0,13366.0,11308.0,6584.0,,
Karabük,karabuk,2017,Karadeniz,Batı Karadeniz,,,,,,63729,,,,,,,,,,,,,,,TR812,2016-2017,120.84,67.33,53.51,20625.0,6584.0,14041.0,13766.0,6859.0,,
Karabük,karabuk,2018,Karadeniz,Batı Karadeniz,,,,,,64297,,,,,,,,,,,,,,,TR812,2017-2018,119.21,71.44,47.77,20613.0,6859.0,13754.0,13820.0,6793.0,,
Karabük,karabuk,2019,Karadeniz,Batı Karadeniz,,,,,,63106,,,,,,,,,,,,,,,TR812,2018-2019,119.86,74.96,44.9,19599.0,6793.0,12806.0,12216.0,7383.0,,
Karabük,karabuk,2020,Karadeniz,Batı Karadeniz,,,,,,61683,,,,,,,,,,,,,,,TR812,2019-2020,121.48,79.34,42.14,19195.0,7383.0,11812.0,11952.0,7243.0,,
Karabük,karabuk,2021,Karadeniz,Batı Karadeniz,249287.0,16168.0,11598.0,4570.0,18.50187447874916,62874,0.25221531808718467,224633.0,8251.0,16859.0,33100.0,55041.0,38005.0,3818.0,833.0,0.0367310234916508,0.2450263318390441,0.1691870740274136,0.0207048830759505,0.18989195710336415,TR812,2020-2021,131.27,86.97,44.3,20808.0,7243.0,13565.0,13561.0,7247.0,8347.005660142728,5441.519212794891
Karaman,karaman,2011,İç Anadolu,Batı Anadolu,,,,,,56134,,,,,,,,,,,,,,,TR522,2010-2011,82.03,50.98,31.05,15025.0,3911.0,11114.0,10858.0,4167.0,,
Karaman,karaman,2012,İç Anadolu,Batı Anadolu,,,,,,60301,,,,,,,,,,,,,,,TR522,2011-2012,88.64,54.86,33.78,15862.0,4167.0,11695.0,11267.0,4595.0,,
Karaman,karaman,2013,İç Anadolu,Batı Anadolu,,,,,,61574,,,,,,,,,,,,,,,TR522,2012-2013,91.91,55.87,36.05,17769.0,4595.0,13174.0,12392.0,5377.0,,
Karaman,karaman,2014,İç Anadolu,Batı Anadolu,,,,,,64215,,,,,,,,,,,,,,,TR522,2013-2014,108.21,66.59,41.62,19645.0,5377.0,14268.0,14659.0,4986.0,,
Karaman,karaman,2015,İç Anadolu,Batı Anadolu,,,,,,67318,,,,,,,,,,,,,,,TR522,2014-2015,114.4,63.07,51.32,17858.0,4986.0,12872.0,13063.0,4795.0,,
Karaman,karaman,2016,İç Anadolu,Batı Anadolu,,,,,,67941,,,,,,,,,,,,,,,TR522,2015-2016,118.03,70.52,47.52,17555.0,4795.0,12760.0,10193.0,7362.0,,
Karaman,karaman,2017,İç Anadolu,Batı Anadolu,,,,,,72393,,,,,,,,,,,,,,,TR522,2016-2017,113.93,69.72,44.22,21046.0,7362.0,13684.0,10815.0,10231.0,,
Karaman,karaman,2018,İç Anadolu,Batı Anadolu,,,,,,66703,,,,,,,,,,,,,,,TR522,2017-2018,84.92,44.9,40.02,25055.0,10231.0,14824.0,12764.0,12291.0,,
Karaman,karaman,2019,İç Anadolu,Batı Anadolu,,,,,,65728,,,,,,,,,,,,,,,TR522,2018-2019,85.17,48.17,37.0,26985.0,12291.0,14694.0,16443.0,10542.0,,
Karaman,karaman,2020,İç Anadolu,Batı Anadolu,,,,,,70144,,,,,,,,,,,,,,,TR522,2019-2020,86.06,52.0,34.06,24896.0,10542.0,14354.0,14336.0,10560.0,,
Karaman,karaman,2021,İç Anadolu,Batı Anadolu,258838.0,12420.0,10885.0,1535.0,5.947987081049558,72653,0.28068907965600104,234943.0,4142.0,20408.0,42401.0,46557.0,31143.0,3277.0,587.0,0.017629808081109,0.1981629586750828,0.1325555560284835,0.016446542352826,0.1490020983813095,TR522,2020-2021,101.48,62.01,39.47,25707.0,10560.0,15147.0,16032.0,9675.0,9931.694727976572,5851.922824314823
Kars,kars,2011,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,37747,,,,,,,,,,,,,,,TRA22,2010-2011,53.8,37.46,16.34,14862.0,3992.0,10870.0,11787.0,3075.0,,
Kars,kars,2012,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,42967,,,,,,,,,,,,,,,TRA22,2011-2012,60.35,41.51,18.84,13944.0,3075.0,10869.0,10411.0,3533.0,,
Kars,kars,2013,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,42529,,,,,,,,,,,,,,,TRA22,2012-2013,64.31,43.6,20.71,14288.0,3533.0,10755.0,10055.0,4233.0,,
Kars,kars,2014,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,43355,,,,,,,,,,,,,,,TRA22,2013-2014,78.06,46.37,31.69,15317.0,4268.0,11049.0,10731.0,4586.0,,
Kars,kars,2015,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,46761,,,,,,,,,,,,,,,TRA22,2014-2015,83.25,45.16,38.08,14846.0,4586.0,10260.0,10267.0,4579.0,,
Kars,kars,2016,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,47793,,,,,,,,,,,,,,,TRA22,2015-2016,84.79,47.88,36.91,14318.0,4579.0,9739.0,7745.0,6573.0,,
Kars,kars,2017,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,51297,,,,,,,,,,,,,,,TRA22,2016-2017,84.36,47.8,36.56,19962.0,6573.0,13389.0,11592.0,8370.0,,
Kars,kars,2018,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,49896,,,,,,,,,,,,,,,TRA22,2017-2018,105.97,55.03,50.94,22454.0,8370.0,14084.0,14539.0,7915.0,,
Kars,kars,2019,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,48361,,,,,,,,,,,,,,,TRA22,2018-2019,105.84,55.32,50.52,21271.0,7915.0,13356.0,14712.0,6559.0,,
Kars,kars,2020,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,50557,,,,,,,,,,,,,,,TRA22,2019-2020,103.79,60.33,43.46,18691.0,6559.0,12132.0,10942.0,7749.0,,
Kars,kars,2021,Doğu Anadolu,Kuzeydoğu Anadolu,281077.0,11259.0,16471.0,-5212.0,-18.37262014290599,52066,0.18523749719827662,251829.0,12623.0,28326.0,54269.0,46745.0,27051.0,3263.0,667.0,0.050125283426452,0.1856219895246377,0.1074181289684667,0.015605827764078,0.12302395673254471,TRA22,2020-2021,121.3,67.68,53.62,21018.0,7749.0,13269.0,14217.0,6801.0,7477.6662622697695,4720.770465032713
Kastamonu,kastamonu,2011,Karadeniz,Batı Karadeniz,,,,,,81170,,,,,,,,,,,,,,,TR821,2010-2011,86.88,39.54,47.35,18439.0,5163.0,13276.0,14059.0,4380.0,,
Kastamonu,kastamonu,2012,Karadeniz,Batı Karadeniz,,,,,,82751,,,,,,,,,,,,,,,TR821,2011-2012,92.96,43.16,49.8,17408.0,4318.0,13090.0,12694.0,4714.0,,
Kastamonu,kastamonu,2013,Karadeniz,Batı Karadeniz,,,,,,81721,,,,,,,,,,,,,,,TR821,2012-2013,96.52,45.22,51.3,18488.0,4710.0,13778.0,12700.0,5788.0,,
Kastamonu,kastamonu,2014,Karadeniz,Batı Karadeniz,,,,,,83457,,,,,,,,,,,,,,,TR821,2013-2014,108.56,54.74,53.82,19984.0,5788.0,14196.0,13934.0,6050.0,,
Kastamonu,kastamonu,2015,Karadeniz,Batı Karadeniz,,,,,,86949,,,,,,,,,,,,,,,TR821,2014-2015,114.65,55.44,59.21,20985.0,6054.0,14931.0,14543.0,6442.0,,
Kastamonu,kastamonu,2016,Karadeniz,Batı Karadeniz,,,,,,86682,,,,,,,,,,,,,,,TR821,2015-2016,118.96,59.87,59.09,22775.0,6438.0,16337.0,12993.0,9782.0,,
Kastamonu,kastamonu,2017,Karadeniz,Batı Karadeniz,,,,,,95641,,,,,,,,,,,,,,,TR821,2016-2017,117.29,57.43,59.86,25340.0,9782.0,15558.0,14277.0,11063.0,,
Kastamonu,kastamonu,2018,Karadeniz,Batı Karadeniz,,,,,,95832,,,,,,,,,,,,,,,TR821,2017-2018,122.27,60.64,61.63,29560.0,11063.0,18497.0,18225.0,11335.0,,
Kastamonu,kastamonu,2019,Karadeniz,Batı Karadeniz,,,,,,93565,,,,,,,,,,,,,,,TR821,2018-2019,122.3,63.69,58.61,28237.0,11335.0,16902.0,17881.0,10356.0,,
Kastamonu,kastamonu,2020,Karadeniz,Batı Karadeniz,,,,,,95541,,,,,,,,,,,,,,,TR821,2019-2020,124.4,68.45,55.96,27044.0,10356.0,16688.0,15614.0,11430.0,,
Kastamonu,kastamonu,2021,Karadeniz,Batı Karadeniz,375592.0,18463.0,17241.0,1222.0,3.258831780810228,99651,0.2653171526550086,349305.0,15374.0,33212.0,53124.0,67828.0,43268.0,4500.0,850.0,0.0440131117504759,0.1941798714590401,0.1238688252386882,0.0153161277393681,0.13918495297805641,TR821,2020-2021,138.39,78.73,59.65,30401.0,11430.0,18971.0,18725.0,11676.0,8094.155360071567,5050.959551854139
Kayseri,kayseri,2011,İç Anadolu,Orta Anadolu,,,,,,278802,,,,,,,,,,,,,,,TR721,2010-2011,90.26,53.1,37.17,78362.0,30417.0,47945.0,44583.0,33779.0,,
Kayseri,kayseri,2012,İç Anadolu,Orta Anadolu,,,,,,290101,,,,,,,,,,,,,,,TR721,2011-2012,94.77,54.97,39.8,85880.0,33779.0,52101.0,47718.0,38162.0,,
Kayseri,kayseri,2013,İç Anadolu,Orta Anadolu,,,,,,304039,,,,,,,,,,,,,,,TR721,2012-2013,96.62,54.97,41.65,92203.0,38164.0,54039.0,54969.0,37234.0,,
Kayseri,kayseri,2014,İç Anadolu,Orta Anadolu,,,,,,316366,,,,,,,,,,,,,,,TR721,2013-2014,106.38,57.98,48.4,94949.0,37234.0,57715.0,55930.0,39019.0,,
Kayseri,kayseri,2015,İç Anadolu,Orta Anadolu,,,,,,326625,,,,,,,,,,,,,,,TR721,2014-2015,111.46,57.39,54.07,101108.0,39020.0,62088.0,61552.0,39556.0,,
Kayseri,kayseri,2016,İç Anadolu,Orta Anadolu,,,,,,333006,,,,,,,,,,,,,,,TR721,2015-2016,115.88,60.99,54.89,106448.0,39556.0,66892.0,58834.0,47614.0,,
Kayseri,kayseri,2017,İç Anadolu,Orta Anadolu,,,,,,346660,,,,,,,,,,,,,,,TR721,2016-2017,112.77,57.69,55.08,121518.0,47614.0,73904.0,64008.0,57510.0,,
Kayseri,kayseri,2018,İç Anadolu,Orta Anadolu,,,,,,343480,,,,,,,,,,,,,,,TR721,2017-2018,103.23,52.23,51.0,135364.0,57510.0,77854.0,69559.0,65805.0,,
Kayseri,kayseri,2019,İç Anadolu,Orta Anadolu,,,,,,343959,,,,,,,,,,,,,,,TR721,2018-2019,102.24,53.39,48.86,141109.0,65805.0,75304.0,70603.0,70506.0,,
Kayseri,kayseri,2020,İç Anadolu,Orta Anadolu,,,,,,372580,,,,,,,,,,,,,,,TR721,2019-2020,105.12,58.54,46.58,139676.0,70506.0,69170.0,59869.0,79807.0,,
Kayseri,kayseri,2021,İç Anadolu,Orta Anadolu,1434357.0,40628.0,39915.0,713.0,0.4972104263561971,393302,0.27420091371952726,1295089.0,26854.0,124055.0,239468.0,290208.0,190944.0,20800.0,3526.0,0.0207352544883015,0.2240834413696665,0.1474369715131546,0.0187832650883452,0.16622023660149998,TR721,2020-2021,118.38,65.64,52.74,166472.0,79807.0,86665.0,79031.0,87441.0,11606.036711920393,6042.08017948112
Kilis,kilis,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,19891,,,,,,,,,,,,,,,TRC13,2010-2011,79.66,34.07,45.58,6992.0,2191.0,4801.0,4609.0,2383.0,,
Kilis,kilis,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,21753,,,,,,,,,,,,,,,TRC13,2011-2012,86.65,37.97,48.68,9401.0,2383.0,7018.0,5493.0,3908.0,,
Kilis,kilis,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,22827,,,,,,,,,,,,,,,TRC13,2012-2013,92.08,43.39,48.69,13198.0,3908.0,9290.0,8642.0,4556.0,,
Kilis,kilis,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,23908,,,,,,,,,,,,,,,TRC13,2013-2014,101.71,52.67,49.04,14953.0,4556.0,10397.0,8968.0,5985.0,,
Kilis,kilis,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,26768,,,,,,,,,,,,,,,TRC13,2014-2015,101.48,49.35,52.13,16377.0,5985.0,10392.0,9274.0,7103.0,,
Kilis,kilis,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,28986,,,,,,,,,,,,,,,TRC13,2015-2016,102.6,47.78,54.82,15025.0,7103.0,7922.0,6681.0,8344.0,,
Kilis,kilis,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,30946,,,,,,,,,,,,,,,TRC13,2016-2017,97.13,45.88,51.25,16839.0,8344.0,8495.0,6729.0,10110.0,,
Kilis,kilis,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,32416,,,,,,,,,,,,,,,TRC13,2017-2018,113.38,61.35,52.03,18241.0,10110.0,8131.0,7789.0,10452.0,,
Kilis,kilis,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,33012,,,,,,,,,,,,,,,TRC13,2018-2019,114.29,64.39,49.9,18411.0,10452.0,7959.0,8516.0,9895.0,,
Kilis,kilis,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,34968,,,,,,,,,,,,,,,TRC13,2019-2020,117.32,69.61,47.7,18356.0,9895.0,8461.0,8842.0,9514.0,,
Kilis,kilis,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,145826.0,7474.0,7262.0,212.0,1.4548449080428218,38521,0.2641572833376764,127449.0,3160.0,14477.0,29718.0,25966.0,15375.0,1650.0,243.0,0.0247942314180574,0.203736396519392,0.1206364898900736,0.0148530000235388,0.1354894899136125,TRC13,2020-2021,130.97,78.57,52.4,20560.0,9514.0,11046.0,9915.0,10645.0,14098.994692304528,7574.780903268279
Kocaeli,kocaeli,2011,Marmara,Doğu Marmara,,,,,,469913,,,,,,,,,,,,,,,TR421,2010-2011,101.84,50.15,51.69,123117.0,57380.0,65737.0,58753.0,64364.0,,
Kocaeli,kocaeli,2012,Marmara,Doğu Marmara,,,,,,499638,,,,,,,,,,,,,,,TR421,2011-2012,108.46,52.66,55.8,130638.0,64364.0,66274.0,56787.0,73851.0,,
Kocaeli,kocaeli,2013,Marmara,Doğu Marmara,,,,,,522644,,,,,,,,,,,,,,,TR421,2012-2013,111.96,55.21,56.75,140462.0,73851.0,66611.0,59812.0,80650.0,,
Kocaeli,kocaeli,2014,Marmara,Doğu Marmara,,,,,,559351,,,,,,,,,,,,,,,TR421,2013-2014,119.52,57.69,61.83,149250.0,80650.0,68600.0,62862.0,86388.0,,
Kocaeli,kocaeli,2015,Marmara,Doğu Marmara,,,,,,580412,,,,,,,,,,,,,,,TR421,2014-2015,120.58,57.34,63.24,154391.0,86388.0,68003.0,68752.0,85639.0,,
Kocaeli,kocaeli,2016,Marmara,Doğu Marmara,,,,,,615322,,,,,,,,,,,,,,,TR421,2015-2016,122.69,60.95,61.74,153412.0,85639.0,67773.0,57895.0,95517.0,,
